geneid,node1,node2,node1_string_id,node2_string_id,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
4199,ME1,TKTL1,9606.ENSP00000358719,9606.ENSP00000358931,0.0,0.0,0.562,0.595
9446,GSTO1,ATP5MD,9606.ENSP00000358727,9606.ENSP00000358840,0.0,0.0,0.467,0.484
9446,GSTO1,GSTM4,9606.ENSP00000358727,9606.ENSP00000358851,0.0,0.65,0.513,0.834
515,ATP5PB,ATP5MD,9606.ENSP00000358737,9606.ENSP00000358840,0.94,0.909,0.519,0.999
85369,STRIP1,AHCYL1,9606.ENSP00000358810,9606.ENSP00000358814,0.0,0.0,0.232,0.508
22984,PDCD11,TAF5,9606.ENSP00000358812,9606.ENSP00000358854,0.058,0.0,0.293,0.483
10768,AHCYL1,TKTL1,9606.ENSP00000358814,9606.ENSP00000358931,0.071,0.0,0.231,0.412
84833,ATP5MD,SFXN2,9606.ENSP00000358840,9606.ENSP00000358909,0.0,0.0,0.437,0.441
6877,TAF5,ATXN7L2,9606.ENSP00000358854,9606.ENSP00000358886,0.515,0.0,0.241,0.623
2010,EMD,FLNA,9606.ENSP00000358857,9606.ENSP00000358866,0.0,0.0,0.464,0.514
2316,FLNA,NFKB2,9606.ENSP00000358866,9606.ENSP00000358983,0.069,0.0,0.417,0.475
2316,FLNA,MYO6,9606.ENSP00000358866,9606.ENSP00000358994,0.152,0.0,0.394,0.472
284613,CYB561D1,ATXN7L2,9606.ENSP00000358884,9606.ENSP00000358886,0.098,0.0,0.22,0.428
140700,SAMD10,ZNF512B,9606.ENSP00000358902,9606.ENSP00000358904,0.0,0.0,0.0,0.561
10121,ACTR1A,GBF1,9606.ENSP00000358921,9606.ENSP00000359000,0.067,0.5,0.082,0.555
8277,TKTL1,IRAK1,9606.ENSP00000358931,9606.ENSP00000358997,0.044,0.0,0.423,0.461
134728,IRAK1BP1,IRAK1,9606.ENSP00000358956,9606.ENSP00000358997,0.292,0.0,0.571,0.683
4791,NFKB2,IRAK1,9606.ENSP00000358983,9606.ENSP00000358997,0.095,0.0,0.432,0.515
3654,IRAK1,TMEM187,9606.ENSP00000358997,9606.ENSP00000358999,0.0,0.0,0.489,0.503
6814,STXBP3,PRPF38B,9606.ENSP00000359025,9606.ENSP00000359042,0.0,0.0,0.164,0.427
79591,ARMH3,BLOC1S2,9606.ENSP00000359050,9606.ENSP00000359398,0.0,0.0,0.41,0.418
51611,DPH5,DBT,9606.ENSP00000359127,9606.ENSP00000359151,0.0,0.0,0.438,0.476
51611,DPH5,TRMT13,9606.ENSP00000359127,9606.ENSP00000359160,0.0,0.0,0.395,0.502
2135,EXTL2,HS2ST1,9606.ENSP00000359131,9606.ENSP00000359581,0.0,0.0,0.613,0.644
1629,DBT,TRMT13,9606.ENSP00000359151,9606.ENSP00000359160,0.0,0.0,0.535,0.551
25911,DPCD,POLL,9606.ENSP00000359170,9606.ENSP00000359181,0.0,0.0,0.446,0.499
64645,MFSD14A,SLC35A3,9606.ENSP00000359171,9606.ENSP00000359172,0.0,0.0,0.071,0.685
27343,POLL,BTRC,9606.ENSP00000359181,9606.ENSP00000359206,0.0,0.0,0.678,0.696
8945,BTRC,GLMN,9606.ENSP00000359206,9606.ENSP00000359385,0.0,0.0,0.468,0.472
8945,BTRC,CHUK,9606.ENSP00000359206,9606.ENSP00000359424,0.334,0.5,0.495,0.83
1806,DPYD,PTBP2,9606.ENSP00000359211,9606.ENSP00000359216,0.0,0.0,0.423,0.428
199857,ALG14,HAUS7,9606.ENSP00000359224,9606.ENSP00000359230,0.425,0.0,0.0,0.424
55559,HAUS7,CETN2,9606.ENSP00000359230,9606.ENSP00000359300,0.0,0.5,0.137,0.558
2730,GCLM,GOT1,9606.ENSP00000359258,9606.ENSP00000359539,0.053,0.8,0.169,0.843
1810,DR1,GTF2B,9606.ENSP00000359295,9606.ENSP00000359531,0.143,0.0,0.776,0.809
50814,NSDHL,RPL5,9606.ENSP00000359297,9606.ENSP00000359345,0.503,0.0,0.072,0.555
388650,DIPK1A,RPL5,9606.ENSP00000359333,9606.ENSP00000359345,0.0,0.0,0.433,0.433
115004,CGAS,CHUK,9606.ENSP00000359339,9606.ENSP00000359424,0.0,0.0,0.42,0.425
115004,CGAS,GBP5,9606.ENSP00000359339,9606.ENSP00000359488,0.0,0.0,0.354,0.412
6125,RPL5,FMR1,9606.ENSP00000359345,9606.ENSP00000359506,0.259,0.0,0.511,0.629
54915,YTHDF1,FMR1,9606.ENSP00000359364,9606.ENSP00000359506,0.196,0.0,0.784,0.829
54915,YTHDF1,RBMX,9606.ENSP00000359364,9606.ENSP00000359645,0.056,0.0,0.878,0.881
80759,KHDC1,CXorf40B,9606.ENSP00000359411,9606.ENSP00000359434,0.0,0.0,0.417,0.416
115362,GBP5,GBP4,9606.ENSP00000359488,9606.ENSP00000359490,0.292,0.0,0.093,0.853
115362,GBP5,GBP2,9606.ENSP00000359488,9606.ENSP00000359497,0.292,0.9,0.074,0.965
115362,GBP5,GBP1,9606.ENSP00000359488,9606.ENSP00000359504,0.573,0.0,0.07,0.908
115362,GBP5,GBP3,9606.ENSP00000359488,9606.ENSP00000359512,0.292,0.0,0.069,0.547
115361,GBP4,GBP2,9606.ENSP00000359490,9606.ENSP00000359497,0.292,0.0,0.62,0.853
115361,GBP4,GBP1,9606.ENSP00000359490,9606.ENSP00000359504,0.292,0.0,0.426,0.905
2634,GBP2,GBP1,9606.ENSP00000359497,9606.ENSP00000359504,0.778,0.0,0.394,0.967
2634,GBP2,GBP3,9606.ENSP00000359497,9606.ENSP00000359512,0.819,0.0,0.465,0.936
2633,GBP1,GBP3,9606.ENSP00000359504,9606.ENSP00000359512,0.806,0.0,0.393,0.936
2332,FMR1,RBMX,9606.ENSP00000359506,9606.ENSP00000359645,0.099,0.0,0.705,0.743
51076,CUTC,ENTPD7,9606.ENSP00000359507,9606.ENSP00000359520,0.0,0.0,0.436,0.448
2959,GTF2B,PKN2,9606.ENSP00000359531,9606.ENSP00000359552,0.0,0.0,0.439,0.447
55283,MCOLN3,MCOLN2,9606.ENSP00000359621,9606.ENSP00000359640,0.438,0.9,0.716,0.983
959,CD40LG,PSMA7,9606.ENSP00000359663,9606.ENSP00000359910,0.0,0.4,0.159,0.473
959,CD40LG,SH2D1A,9606.ENSP00000359663,9606.ENSP00000360181,0.0,0.0,0.704,0.779
959,CD40LG,ENTPD1,9606.ENSP00000359663,9606.ENSP00000360250,0.0,0.0,0.506,0.516
959,CD40LG,JUN,9606.ENSP00000359663,9606.ENSP00000360266,0.0,0.0,0.404,0.404
1486,CTBS,GNG5,9606.ENSP00000359664,9606.ENSP00000359675,0.0,0.0,0.968,0.97
55361,PI4K2A,OCRL,9606.ENSP00000359665,9606.ENSP00000360154,0.0,0.65,0.407,0.788
2787,GNG5,PRKACB,9606.ENSP00000359675,9606.ENSP00000359719,0.0,0.65,0.064,0.658
2787,GNG5,GNAS,9606.ENSP00000359675,9606.ENSP00000360141,0.737,0.9,0.228,0.978
80135,RPF1,EXOSC1,9606.ENSP00000359688,9606.ENSP00000359939,0.0,0.0,0.241,0.672
5567,PRKACB,FUBP1,9606.ENSP00000359719,9606.ENSP00000359804,0.0,0.0,0.416,0.44
5567,PRKACB,SERBP1,9606.ENSP00000359719,9606.ENSP00000360034,0.0,0.0,0.442,0.447
5567,PRKACB,GNAS,9606.ENSP00000359719,9606.ENSP00000360141,0.0,0.5,0.663,0.824
5567,PRKACB,JUN,9606.ENSP00000359719,9606.ENSP00000360266,0.0,0.9,0.65,0.963
9532,BAG2,ZNF451,9606.ENSP00000359727,9606.ENSP00000359740,0.0,0.0,0.291,0.451
9532,BAG2,DNAJB4,9606.ENSP00000359727,9606.ENSP00000359799,0.475,0.0,0.569,0.783
10479,SLC9A6,ALDH18A1,9606.ENSP00000359729,9606.ENSP00000360268,0.0,0.0,0.279,0.423
10561,IFI44,IFI44L,9606.ENSP00000359783,9606.ENSP00000359787,0.0,0.0,0.702,0.999
10561,IFI44,ZBP1,9606.ENSP00000359783,9606.ENSP00000360215,0.0,0.0,0.174,0.517
11080,DNAJB4,USP33,9606.ENSP00000359799,9606.ENSP00000359829,0.047,0.0,0.445,0.467
8880,FUBP1,SRSF11,9606.ENSP00000359804,9606.ENSP00000359988,0.0,0.0,0.25,0.639
8880,FUBP1,SERBP1,9606.ENSP00000359804,9606.ENSP00000360034,0.0,0.0,0.232,0.555
26009,ZZZ3,ANKRD13C,9606.ENSP00000359837,9606.ENSP00000359982,0.0,0.0,0.257,0.48
26164,MTG2,ALDH18A1,9606.ENSP00000359859,9606.ENSP00000360268,0.0,0.155,0.353,0.719
34,ACADM,ELOVL5,9606.ENSP00000359871,9606.ENSP00000359956,0.0,0.102,0.345,0.401
34,ACADM,PGM1,9606.ENSP00000359871,9606.ENSP00000360124,0.0,0.0,0.659,0.679
127253,TYW3,ANKRD13C,9606.ENSP00000359904,9606.ENSP00000359982,0.0,0.0,0.381,0.4
5688,PSMA7,MCTS1,9606.ENSP00000359910,9606.ENSP00000360365,0.0,0.0,0.072,0.418
9406,ZRANB2,SRSF11,9606.ENSP00000359958,9606.ENSP00000359988,0.591,0.0,0.22,0.778
1491,CTH,ALDH18A1,9606.ENSP00000359976,9606.ENSP00000360268,0.0,0.0,0.417,0.476
55631,LRRC40,PGAM1,9606.ENSP00000359990,9606.ENSP00000359991,0.0,0.0,0.436,0.456
5223,PGAM1,PGM1,9606.ENSP00000359991,9606.ENSP00000360124,0.0,0.0,0.493,0.627
5223,PGAM1,ALDH18A1,9606.ENSP00000359991,9606.ENSP00000360268,0.0,0.0,0.393,0.431
1647,GADD45A,JUN,9606.ENSP00000360025,9606.ENSP00000360266,0.0,0.0,0.541,0.626
23401,FRAT2,FRAT1,9606.ENSP00000360058,9606.ENSP00000360060,0.0,0.9,0.066,0.951
5236,PGM1,EFCAB7,9606.ENSP00000360124,9606.ENSP00000360129,0.073,0.0,0.305,0.625
5236,PGM1,DHCR24,9606.ENSP00000360124,9606.ENSP00000360316,0.0,0.0,0.457,0.479
84455,EFCAB7,ITGB3BP,9606.ENSP00000360129,9606.ENSP00000360133,0.0,0.0,0.398,0.481
2778,GNAS,STX16,9606.ENSP00000360141,9606.ENSP00000360183,0.0,0.0,0.87,0.874
4068,SH2D1A,XIAP,9606.ENSP00000360181,9606.ENSP00000360242,0.0,0.0,0.769,0.773
4774,NFIA,JUN,9606.ENSP00000360231,9606.ENSP00000360266,0.131,0.0,0.438,0.499
331,XIAP,JUN,9606.ENSP00000360242,9606.ENSP00000360266,0.0,0.0,0.584,0.584
51361,HOOK1,FGGY,9606.ENSP00000360252,9606.ENSP00000360262,0.0,0.0,0.382,0.446
3725,JUN,ALDH18A1,9606.ENSP00000360266,9606.ENSP00000360268,0.131,0.0,0.434,0.487
5832,ALDH18A1,PARS2,9606.ENSP00000360268,9606.ENSP00000360327,0.173,0.0,0.387,0.657
25973,PARS2,TTC4,9606.ENSP00000360327,9606.ENSP00000360329,0.045,0.0,0.041,0.608
79576,NKAP,FRA10AC1,9606.ENSP00000360464,9606.ENSP00000360488,0.491,0.0,0.248,0.637
79576,NKAP,MAGOH,9606.ENSP00000360464,9606.ENSP00000360525,0.8,0.0,0.0,0.803
79576,NKAP,CDC5L,9606.ENSP00000360464,9606.ENSP00000360532,0.8,0.0,0.041,0.815
92714,ARRDC1,CEP55,9606.ENSP00000360475,9606.ENSP00000360540,0.0,0.0,0.57,0.57
55706,NDC1,MAGOH,9606.ENSP00000360483,9606.ENSP00000360525,0.0,0.5,0.0,0.52
860,RUNX2,SUPT3H,9606.ENSP00000360493,9606.ENSP00000360515,0.0,0.0,0.543,0.549
7737,RNF113A,MAGOH,9606.ENSP00000360497,9606.ENSP00000360525,0.0,0.4,0.071,0.481
7737,RNF113A,CDC5L,9606.ENSP00000360497,9606.ENSP00000360532,0.991,0.0,0.78,0.998
64975,MRPL41,ECHDC2,9606.ENSP00000360498,9606.ENSP00000360577,0.445,0.0,0.0,0.458
64975,MRPL41,MRPS2,9606.ENSP00000360498,9606.ENSP00000360850,0.966,0.0,0.419,0.988
8464,SUPT3H,CDC5L,9606.ENSP00000360515,9606.ENSP00000360532,0.0,0.0,0.655,0.661
4116,MAGOH,CDC5L,9606.ENSP00000360525,9606.ENSP00000360532,0.914,0.0,0.202,0.93
4116,MAGOH,SLC25A5,9606.ENSP00000360525,9606.ENSP00000360671,0.509,0.0,0.05,0.524
988,CDC5L,ORC1,9606.ENSP00000360532,9606.ENSP00000360623,0.782,0.0,0.138,0.804
55165,CEP55,KIF20B,9606.ENSP00000360540,9606.ENSP00000360793,0.053,0.0,0.292,0.515
55165,CEP55,STIL,9606.ENSP00000360540,9606.ENSP00000360944,0.0,0.0,0.205,0.559
1376,CPT2,SCP2,9606.ENSP00000360541,9606.ENSP00000360569,0.091,0.0,0.442,0.632
6342,SCP2,ECHDC2,9606.ENSP00000360569,9606.ENSP00000360577,0.086,0.64,0.248,0.81
6342,SCP2,TMEM189,9606.ENSP00000360569,9606.ENSP00000360715,0.0,0.0,0.449,0.449
55268,ECHDC2,DNLZ,9606.ENSP00000360577,9606.ENSP00000360803,0.431,0.0,0.0,0.431
3326,HSP90AB1,TNKS2,9606.ENSP00000360609,9606.ENSP00000360689,0.101,0.0,0.473,0.512
7319,UBE2A,TMEM189,9606.ENSP00000360613,9606.ENSP00000360715,0.284,0.0,0.175,0.422
4998,ORC1,STIL,9606.ENSP00000360623,9606.ENSP00000360944,0.0,0.0,0.132,0.524
3755,KCNG1,MRPS2,9606.ENSP00000360626,9606.ENSP00000360850,0.255,0.0,0.057,0.424
29952,DPP7,RABL6,9606.ENSP00000360635,9606.ENSP00000360727,0.0,0.0,0.451,0.506
8813,DPM1,ADNP,9606.ENSP00000360638,9606.ENSP00000360662,0.0,0.0,0.137,0.565
8813,DPM1,PTGDS,9606.ENSP00000360638,9606.ENSP00000360687,0.0,0.0,0.572,0.572
292,SLC25A5,C8G,9606.ENSP00000360671,9606.ENSP00000360697,0.0,0.54,0.091,0.575
112970,KTI12,TXNDC12,9606.ENSP00000360676,9606.ENSP00000360688,0.0,0.0,0.328,0.5
5770,PTPN1,EPS15,9606.ENSP00000360683,9606.ENSP00000360798,0.299,0.0,0.466,0.613
5730,PTGDS,C8G,9606.ENSP00000360687,9606.ENSP00000360697,0.0,0.0,0.719,0.789
55684,RABL6,PMPCA,9606.ENSP00000360727,9606.ENSP00000360782,0.0,0.0,0.353,0.449
55684,RABL6,UBAC1,9606.ENSP00000360727,9606.ENSP00000360821,0.0,0.0,0.353,0.413
10555,AGPAT2,ARFGEF2,9606.ENSP00000360761,9606.ENSP00000360985,0.437,0.0,0.0,0.437
23203,PMPCA,CARD9,9606.ENSP00000360782,9606.ENSP00000360797,0.0,0.0,0.447,0.457
23203,PMPCA,UBAC1,9606.ENSP00000360782,9606.ENSP00000360821,0.0,0.0,0.401,0.467
23203,PMPCA,MRPS2,9606.ENSP00000360782,9606.ENSP00000360850,0.132,0.0,0.327,0.616
64170,CARD9,DNLZ,9606.ENSP00000360797,9606.ENSP00000360803,0.0,0.0,0.248,0.483
64170,CARD9,VAV2,9606.ENSP00000360797,9606.ENSP00000360916,0.0,0.0,0.422,0.433
57169,ZNFX1,IFIT5,9606.ENSP00000360817,9606.ENSP00000360860,0.0,0.0,0.481,0.606
57169,ZNFX1,IFIT3,9606.ENSP00000360817,9606.ENSP00000360876,0.0,0.0,0.255,0.464
10439,OLFM1,VAV2,9606.ENSP00000360858,9606.ENSP00000360916,0.0,0.0,0.409,0.41
24138,IFIT5,IFIT1,9606.ENSP00000360860,9606.ENSP00000360869,0.292,0.0,0.074,0.846
24138,IFIT5,IFIT3,9606.ENSP00000360860,9606.ENSP00000360876,0.299,0.0,0.108,0.857
3434,IFIT1,IFIT3,9606.ENSP00000360869,9606.ENSP00000360876,0.982,0.0,0.895,0.999
7410,VAV2,SARDH,9606.ENSP00000360916,9606.ENSP00000360938,0.0,0.0,0.104,0.457
57559,STAMBPL1,ANKRD22,9606.ENSP00000360992,9606.ENSP00000360998,0.098,0.0,0.578,0.609
11093,ADAMTS13,SURF6,9606.ENSP00000360997,9606.ENSP00000361092,0.0,0.0,0.491,0.491
57109,REXO4,SURF6,9606.ENSP00000361010,9606.ENSP00000361092,0.227,0.0,0.101,0.673
57109,REXO4,DDX31,9606.ENSP00000361010,9606.ENSP00000361232,0.089,0.0,0.076,0.691
5728,PTEN,MINPP1,9606.ENSP00000361021,9606.ENSP00000361064,0.0,0.0,0.627,0.632
5728,PTEN,NCOA3,9606.ENSP00000361021,9606.ENSP00000361066,0.292,0.0,0.399,0.569
5728,PTEN,BMPR1A,9606.ENSP00000361021,9606.ENSP00000361107,0.092,0.0,0.738,0.753
5728,PTEN,MMP9,9606.ENSP00000361021,9606.ENSP00000361405,0.0,0.0,0.765,0.766
5728,PTEN,ABL1,9606.ENSP00000361021,9606.ENSP00000361423,0.092,0.0,0.627,0.65
5728,PTEN,CDC20,9606.ENSP00000361021,9606.ENSP00000361540,0.095,0.0,0.33,0.406
6835,SURF2,SURF1,9606.ENSP00000361032,9606.ENSP00000361042,0.0,0.0,0.962,0.963
6835,SURF2,SURF4,9606.ENSP00000361032,9606.ENSP00000361057,0.0,0.0,0.982,0.982
6835,SURF2,RPL7A,9606.ENSP00000361032,9606.ENSP00000361076,0.0,0.0,0.392,0.42
6835,SURF2,SURF6,9606.ENSP00000361032,9606.ENSP00000361092,0.0,0.0,0.839,0.847
6834,SURF1,SURF4,9606.ENSP00000361042,9606.ENSP00000361057,0.0,0.0,0.886,0.92
6834,SURF1,RPL7A,9606.ENSP00000361042,9606.ENSP00000361076,0.0,0.0,0.743,0.746
6834,SURF1,SURF6,9606.ENSP00000361042,9606.ENSP00000361092,0.0,0.0,0.797,0.798
8438,RAD54L,KIF2C,9606.ENSP00000361043,9606.ENSP00000361298,0.0,0.0,0.311,0.691
8438,RAD54L,DMAP1,9606.ENSP00000361043,9606.ENSP00000361363,0.287,0.0,0.237,0.434
8438,RAD54L,CDC20,9606.ENSP00000361043,9606.ENSP00000361540,0.1,0.0,0.377,0.685
6836,SURF4,SURF6,9606.ENSP00000361057,9606.ENSP00000361092,0.0,0.0,0.648,0.654
55624,POMGNT1,POMT1,9606.ENSP00000361060,9606.ENSP00000361302,0.0,0.9,0.986,0.998
9562,MINPP1,BMPR1A,9606.ENSP00000361064,9606.ENSP00000361107,0.046,0.0,0.577,0.598
6130,RPL7A,SURF6,9606.ENSP00000361076,9606.ENSP00000361092,0.51,0.0,0.43,0.742
64928,MRPL14,MRPS18A,9606.ENSP00000361084,9606.ENSP00000361206,0.848,0.0,0.0,0.912
6838,SURF6,DDX31,9606.ENSP00000361092,9606.ENSP00000361232,0.217,0.0,0.115,0.563
79812,MMRN2,TIE1,9606.ENSP00000361097,9606.ENSP00000361554,0.0,0.0,0.314,0.479
10420,TESK2,TOE1,9606.ENSP00000361158,9606.ENSP00000361162,0.0,0.0,0.458,0.476
54462,CCSER2,GHITM,9606.ENSP00000361160,9606.ENSP00000361207,0.0,0.0,0.401,0.415
54462,CCSER2,TSPAN14,9606.ENSP00000361160,9606.ENSP00000361231,0.0,0.0,0.457,0.458
9328,GTF3C5,SPACA9,9606.ENSP00000361180,9606.ENSP00000361209,0.0,0.0,0.4,0.405
9328,GTF3C5,GTF3C4,9606.ENSP00000361180,9606.ENSP00000361219,0.758,0.8,0.987,0.999
9328,GTF3C5,DDX31,9606.ENSP00000361180,9606.ENSP00000361232,0.0,0.0,0.428,0.447
9328,GTF3C5,POLR3A,9606.ENSP00000361180,9606.ENSP00000361446,0.091,0.5,0.546,0.783
9329,GTF3C4,POLR3A,9606.ENSP00000361219,9606.ENSP00000361446,0.0,0.5,0.536,0.784
2889,RAPGEF1,ABL1,9606.ENSP00000361264,9606.ENSP00000361423,0.389,0.0,0.603,0.776
1263,PLK3,CDC20,9606.ENSP00000361275,9606.ENSP00000361540,0.127,0.0,0.272,0.555
11004,KIF2C,CDC20,9606.ENSP00000361298,9606.ENSP00000361540,0.0,0.8,0.787,0.995
79639,TMEM53,ERI3,9606.ENSP00000361311,9606.ENSP00000361331,0.0,0.0,0.533,0.534
79639,TMEM53,DMAP1,9606.ENSP00000361311,9606.ENSP00000361363,0.0,0.0,0.453,0.458
79033,ERI3,DMAP1,9606.ENSP00000361331,9606.ENSP00000361363,0.0,0.0,0.319,0.4
79033,ERI3,CCDC24,9606.ENSP00000361331,9606.ENSP00000361392,0.0,0.0,0.525,0.526
958,CD40,MMP9,9606.ENSP00000361359,9606.ENSP00000361405,0.0,0.0,0.613,0.626
4318,MMP9,MPL,9606.ENSP00000361405,9606.ENSP00000361548,0.0,0.0,0.429,0.429
25,ABL1,MPL,9606.ENSP00000361423,9606.ENSP00000361548,0.045,0.0,0.507,0.509
23404,EXOSC2,POLR3A,9606.ENSP00000361433,9606.ENSP00000361446,0.0,0.0,0.293,0.534
4352,MPL,TIE1,9606.ENSP00000361548,9606.ENSP00000361554,0.0,0.0,0.481,0.483
55285,RBM41,YBX1,9606.ENSP00000361557,9606.ENSP00000361626,0.0,0.54,0.051,0.557
51058,ZNF691,C1orf50,9606.ENSP00000361580,9606.ENSP00000361603,0.0,0.0,0.395,0.42
140825,NEURL2,SPATA25,9606.ENSP00000361596,9606.ENSP00000361597,0.0,0.0,0.677,0.72
140825,NEURL2,ZSWIM1,9606.ENSP00000361596,9606.ENSP00000361601,0.0,0.0,0.541,0.551
128497,SPATA25,ZSWIM1,9606.ENSP00000361597,9606.ENSP00000361601,0.0,0.0,0.628,0.634
374969,SVBP,C1orf50,9606.ENSP00000361599,9606.ENSP00000361603,0.0,0.0,0.393,0.454
84858,ZNF503,COMTD1,9606.ENSP00000361602,9606.ENSP00000361616,0.0,0.0,0.414,0.439
57171,DOLPP1,DOLK,9606.ENSP00000361625,9606.ENSP00000361667,0.088,0.9,0.689,0.974
4904,YBX1,VDAC2,9606.ENSP00000361626,9606.ENSP00000361635,0.0,0.0,0.367,0.418
4904,YBX1,HNRNPH2,9606.ENSP00000361626,9606.ENSP00000361927,0.0,0.4,0.289,0.572
4904,YBX1,PABPC4,9606.ENSP00000361626,9606.ENSP00000361949,0.524,0.0,0.312,0.758
22845,DOLK,TBC1D13,9606.ENSP00000361667,9606.ENSP00000361731,0.0,0.0,0.392,0.454
9338,TCEAL1,TCEAL3,9606.ENSP00000361708,9606.ENSP00000361711,0.0,0.0,0.606,0.731
9338,TCEAL1,TCEAL4,9606.ENSP00000361708,9606.ENSP00000361712,0.624,0.0,0.603,0.963
9338,TCEAL1,BEX3,9606.ENSP00000361708,9606.ENSP00000361728,0.0,0.0,0.852,0.866
9338,TCEAL1,TCEAL8,9606.ENSP00000361708,9606.ENSP00000361770,0.0,0.0,0.267,0.44
9338,TCEAL1,BEX4,9606.ENSP00000361708,9606.ENSP00000361780,0.0,0.0,0.29,0.424
9338,TCEAL1,ARMCX1,9606.ENSP00000361708,9606.ENSP00000361917,0.0,0.0,0.216,0.485
85012,TCEAL3,TCEAL4,9606.ENSP00000361711,9606.ENSP00000361712,0.0,0.0,0.099,0.776
85012,TCEAL3,BEX3,9606.ENSP00000361711,9606.ENSP00000361728,0.0,0.0,0.498,0.587
85012,TCEAL3,TCEAL8,9606.ENSP00000361711,9606.ENSP00000361770,0.0,0.0,0.52,0.61
85012,TCEAL3,BEX1,9606.ENSP00000361711,9606.ENSP00000361813,0.0,0.0,0.64,0.65
79921,TCEAL4,BEX3,9606.ENSP00000361712,9606.ENSP00000361728,0.0,0.0,0.466,0.629
79921,TCEAL4,TCEAL8,9606.ENSP00000361712,9606.ENSP00000361770,0.0,0.0,0.463,0.577
79921,TCEAL4,BEX4,9606.ENSP00000361712,9606.ENSP00000361780,0.0,0.0,0.371,0.508
79921,TCEAL4,ARMCX1,9606.ENSP00000361712,9606.ENSP00000361917,0.098,0.0,0.158,0.416
2021,ENDOG,TBC1D13,9606.ENSP00000361725,9606.ENSP00000361731,0.0,0.0,0.838,0.862
27018,BEX3,TCEAL8,9606.ENSP00000361728,9606.ENSP00000361770,0.0,0.0,0.529,0.637
90843,TCEAL8,BEX4,9606.ENSP00000361770,9606.ENSP00000361780,0.0,0.0,0.275,0.435
90843,TCEAL8,BEX1,9606.ENSP00000361770,9606.ENSP00000361813,0.0,0.0,0.424,0.439
56271,BEX4,ARMCX1,9606.ENSP00000361780,9606.ENSP00000361917,0.0,0.0,0.245,0.437
339559,ZFP69,SMAP2,9606.ENSP00000361791,9606.ENSP00000361803,0.053,0.0,0.446,0.452
6385,SDC4,COL9A2,9606.ENSP00000361818,9606.ENSP00000361834,0.0,0.65,0.069,0.66
10269,ZMPSTE24,RLF,9606.ENSP00000361845,9606.ENSP00000361857,0.045,0.0,0.0,0.491
10487,CAP1,YWHAB,9606.ENSP00000361883,9606.ENSP00000361930,0.0,0.0,0.225,0.411
64064,OXCT2,BMP8B,9606.ENSP00000361914,9606.ENSP00000361915,0.0,0.0,0.839,0.841
118487,CHCHD1,MRPS16,9606.ENSP00000361923,9606.ENSP00000362036,0.892,0.8,0.094,0.993
118487,CHCHD1,NDUFS5,9606.ENSP00000361923,9606.ENSP00000362058,0.0,0.0,0.203,0.432
100,ADA,PKIG,9606.ENSP00000361965,9606.ENSP00000361980,0.0,0.0,0.768,0.771
26995,TRUB2,TRMT2B,9606.ENSP00000361982,9606.ENSP00000362027,0.0,0.0,0.481,0.525
26995,TRUB2,MRPS16,9606.ENSP00000361982,9606.ENSP00000362036,0.088,0.0,0.19,0.74
1678,TIMM8A,MRPS16,9606.ENSP00000361993,9606.ENSP00000362036,0.0,0.0,0.234,0.475
51021,MRPS16,DNAJC9,9606.ENSP00000362036,9606.ENSP00000362041,0.309,0.0,0.184,0.461
129685,TAF8,INPP5B,9606.ENSP00000362068,9606.ENSP00000362115,0.0,0.0,0.068,0.786
129685,TAF8,CDK9,9606.ENSP00000362068,9606.ENSP00000362361,0.0,0.5,0.125,0.547
94121,SYTL4,STXBP1,9606.ENSP00000362080,9606.ENSP00000362399,0.67,0.0,0.924,0.974
896,CCND3,AGO3,9606.ENSP00000362082,9606.ENSP00000362287,0.0,0.5,0.054,0.513
896,CCND3,AGO1,9606.ENSP00000362082,9606.ENSP00000362300,0.0,0.5,0.087,0.531
896,CCND3,AGO4,9606.ENSP00000362082,9606.ENSP00000362306,0.0,0.5,0.054,0.513
896,CCND3,MAFB,9606.ENSP00000362082,9606.ENSP00000362410,0.0,0.0,0.747,0.75
64121,RRAGC,EIF4EBP2,9606.ENSP00000362092,9606.ENSP00000362314,0.0,0.0,0.412,0.416
51118,UTP11,SF3A3,9606.ENSP00000362105,9606.ENSP00000362110,0.0,0.0,0.251,0.413
51118,UTP11,GNL2,9606.ENSP00000362105,9606.ENSP00000362153,0.103,0.0,0.103,0.635
51118,UTP11,MRPS15,9606.ENSP00000362105,9606.ENSP00000362208,0.618,0.0,0.0,0.725
51118,UTP11,PSMB2,9606.ENSP00000362105,9606.ENSP00000362334,0.0,0.0,0.115,0.421
10946,SF3A3,GNL2,9606.ENSP00000362110,9606.ENSP00000362153,0.0,0.0,0.093,0.799
10946,SF3A3,PSMB2,9606.ENSP00000362110,9606.ENSP00000362334,0.0,0.0,0.063,0.4
51098,IFT52,TRAF3IP1,9606.ENSP00000362121,9606.ENSP00000362424,0.631,0.8,0.961,0.996
79693,YRDC,GNL2,9606.ENSP00000362135,9606.ENSP00000362153,0.0,0.0,0.176,0.421
79693,YRDC,PPA1,9606.ENSP00000362135,9606.ENSP00000362329,0.0,0.0,0.322,0.422
90550,MCU,SLC25A25,9606.ENSP00000362144,9606.ENSP00000362160,0.0,0.0,0.498,0.531
